gene_name,multi_label,binary_label,binary_confidence,file_name
202009TB-N10_bin.37.purify_k141_695376_1,other,defense,0.9989055395126344,202009TB-N10_bin.37.purify_predictions.csv
202009TB-N10_bin.37.purify_k141_2529484_6,other,defense,0.999847650527954,202009TB-N10_bin.37.purify_predictions.csv
202009TB-N10_bin.7.purify_k141_2028412_1,other,defense,0.9999971389770508,202009TB-N10_bin.7.purify_predictions.csv
202009TB-N10_bin.15.purify_k141_305340_10,other,defense,0.9982879757881165,202009TB-N10_bin.15.purify_predictions.csv
202009TB-N10_bin.15.purify_k141_2042685_2,other,defense,0.9938160181045532,202009TB-N10_bin.15.purify_predictions.csv
202009TB-N10_bin.15.purify_k141_2042685_3,other,defense,0.9999974966049194,202009TB-N10_bin.15.purify_predictions.csv
202009TB-N11_bin.16.purify_k141_2278907_3,other,defense,0.996325671672821,202009TB-N11_bin.16.purify_predictions.csv
202009TB-N10_bin.77.purify_k141_2054538_2,other,defense,0.999142050743103,202009TB-N10_bin.77.purify_predictions.csv
202009TB-N10_bin.77.purify_k141_2454094_3,other,defense,0.9997263550758362,202009TB-N10_bin.77.purify_predictions.csv
202009TB-N10_bin.25.purify_k141_7356_1,other,defense,0.9999873638153076,202009TB-N10_bin.25.purify_predictions.csv
202009TB-N10_bin.25.purify_k141_635205_1,other,defense,0.9999523162841796,202009TB-N10_bin.25.purify_predictions.csv
202009TB-N10_bin.25.purify_k141_751285_3,other,defense,0.995171844959259,202009TB-N10_bin.25.purify_predictions.csv
202009TB-N10_bin.25.purify_k141_897385_1,other,defense,0.99286687374115,202009TB-N10_bin.25.purify_predictions.csv
202009TB-N10_bin.25.purify_k141_1565733_1,other,defense,0.9998340606689452,202009TB-N10_bin.25.purify_predictions.csv
202009TB-N11_bin.22.purify_k141_2463483_1,other,defense,0.9937332272529602,202009TB-N11_bin.22.purify_predictions.csv
CN-B-S-N1_bin.18.purify_k141_40160_3,other,defense,0.9986019730567932,CN-B-S-N1_bin.18.purify_predictions.csv
CN-B-S-N1_bin.18.purify_k141_479089_3,other,defense,0.9999669790267944,CN-B-S-N1_bin.18.purify_predictions.csv
CN-B-S-N1_bin.18.purify_k141_1200506_2,other,defense,0.9991950392723083,CN-B-S-N1_bin.18.purify_predictions.csv
CN-B-S-N1_bin.18.purify_k141_1200506_3,other,defense,0.9908122420310974,CN-B-S-N1_bin.18.purify_predictions.csv
CN-B-S-N1_bin.18.purify_k141_1276876_2,other,defense,0.999951720237732,CN-B-S-N1_bin.18.purify_predictions.csv
CN-B-S-N1_bin.18.purify_k141_1818183_2,other,defense,0.9943948984146118,CN-B-S-N1_bin.18.purify_predictions.csv
CN-B-S-N1_bin.62.purify_k141_425035_4,other,defense,0.9995619654655457,CN-B-S-N1_bin.62.purify_predictions.csv
CN-B-S-N1_bin.62.purify_k141_516615_1,other,defense,0.9999643564224244,CN-B-S-N1_bin.62.purify_predictions.csv
CN-B-S-N1_bin.62.purify_k141_2620142_1,other,defense,0.999987006187439,CN-B-S-N1_bin.62.purify_predictions.csv
CN-B-S-N1_bin.62.purify_k141_2708431_2,other,defense,0.995857298374176,CN-B-S-N1_bin.62.purify_predictions.csv
CN-B-S-N1_bin.62.purify_k141_2812152_1,other,defense,0.9999828338623048,CN-B-S-N1_bin.62.purify_predictions.csv
CN-B-S-N1_bin.62.purify_k141_3080684_2,other,defense,0.999658703804016,CN-B-S-N1_bin.62.purify_predictions.csv
202009TB-N10_bin.82.purify_k141_860944_3,other,defense,0.9979395270347596,202009TB-N10_bin.82.purify_predictions.csv
202009TB-N10_bin.82.purify_k141_2282858_1,other,defense,0.9949169158935548,202009TB-N10_bin.82.purify_predictions.csv
202009TB-N10_bin.18.purify_k141_111976_1,other,defense,0.9999712705612184,202009TB-N10_bin.18.purify_predictions.csv
202009TB-N10_bin.18.purify_k141_529930_3,other,defense,0.9973727464675904,202009TB-N10_bin.18.purify_predictions.csv
202009TB-N10_bin.18.purify_k141_1524306_1,other,defense,0.9997394680976868,202009TB-N10_bin.18.purify_predictions.csv
202009TB-N10_bin.36.purify_k141_372863_6,other,defense,0.9999957084655762,202009TB-N10_bin.36.purify_predictions.csv
202009TB-N10_bin.36.purify_k141_1799999_2,other,defense,0.9999648332595824,202009TB-N10_bin.36.purify_predictions.csv
202009TB-N10_bin.36.purify_k141_2647327_3,other,defense,0.9994590878486632,202009TB-N10_bin.36.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_210048_2,other,defense,0.9989686012268066,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_419341_1,other,defense,0.9999691247940063,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_632572_5,other,defense,0.9999041557312012,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_1422427_9,other,defense,0.9998985528945924,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_1598640_2,other,defense,0.9962298274040222,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_1881366_2,other,defense,0.9998695850372314,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_2760863_6,other,defense,0.9978235960006714,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_3023856_1,other,defense,0.9992823004722596,CN-B-S-N1_bin.29.purify_predictions.csv
CN-B-S-N1_bin.29.purify_k141_3023856_2,other,defense,0.9993869066238404,CN-B-S-N1_bin.29.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_588118_1,other,defense,0.9999620914459229,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_674416_1,other,defense,0.9999854564666748,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_1602870_1,other,defense,0.9999940395355223,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_1625364_2,other,defense,0.9978220462799072,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_1656198_1,other,defense,0.9996148347854614,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_1849074_2,other,defense,0.9970402121543884,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_2076733_1,other,defense,0.9999784231185912,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_2079324_1,other,defense,0.999998927116394,202009TB-N10_bin.30.purify_predictions.csv
202009TB-N10_bin.30.purify_k141_2452061_1,other,defense,0.99851256608963,202009TB-N10_bin.30.purify_predictions.csv
CN-B-S-N1_bin.53.purify_k141_290667_1,other,defense,0.9998281002044678,CN-B-S-N1_bin.53.purify_predictions.csv
CN-B-S-N1_bin.53.purify_k141_380630_3,other,defense,0.9972113966941832,CN-B-S-N1_bin.53.purify_predictions.csv
CN-B-S-N1_bin.53.purify_k141_400494_5,other,defense,0.9989016056060792,CN-B-S-N1_bin.53.purify_predictions.csv
CN-B-S-N1_bin.53.purify_k141_894687_5,other,defense,0.9954366087913512,CN-B-S-N1_bin.53.purify_predictions.csv
CN-B-S-N1_bin.53.purify_k141_1003170_4,other,defense,0.9999271631240844,CN-B-S-N1_bin.53.purify_predictions.csv
CN-B-S-N1_bin.53.purify_k141_2801775_8,other,defense,0.9999208450317384,CN-B-S-N1_bin.53.purify_predictions.csv
CN-B-S-N1_bin.53.purify_k141_3065401_3,other,defense,0.9912850260734558,CN-B-S-N1_bin.53.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_150853_3,other,defense,0.998921036720276,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_296322_11,other,defense,0.9997629523277284,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_301455_6,other,defense,0.9999825954437256,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_584885_4,other,defense,0.9992861151695251,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_695348_22,other,defense,0.9901767373085022,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_1237862_6,other,defense,0.9937121868133544,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_1440461_4,other,defense,0.9985536932945251,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_1546331_4,other,defense,0.997761845588684,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_2401747_1,other,defense,0.9917688369750975,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_2436793_12,other,defense,0.9999788999557496,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_2718461_1,other,defense,0.998492956161499,CN-B-S-N1_bin.33.purify_predictions.csv
CN-B-S-N1_bin.33.purify_k141_2718461_2,other,defense,0.999819815158844,CN-B-S-N1_bin.33.purify_predictions.csv
202009TB-N11_bin.12.purify_k141_1268730_6,other,defense,0.999812662601471,202009TB-N11_bin.12.purify_predictions.csv
202009TB-N11_bin.12.purify_k141_1428084_1,other,defense,0.9999090433120728,202009TB-N11_bin.12.purify_predictions.csv
202009TB-N11_bin.12.purify_k141_1889542_1,other,defense,0.9995222091674804,202009TB-N11_bin.12.purify_predictions.csv
202009TB-N11_bin.12.purify_k141_1957185_1,other,defense,0.997761368751526,202009TB-N11_bin.12.purify_predictions.csv
CN-B-S-N1_bin.30.purify_k141_310218_1,other,defense,0.995712399482727,CN-B-S-N1_bin.30.purify_predictions.csv
CN-B-S-N1_bin.30.purify_k141_1706274_6,other,defense,0.9996775388717652,CN-B-S-N1_bin.30.purify_predictions.csv
CN-B-S-N1_bin.30.purify_k141_2052049_1,other,defense,0.9987897276878356,CN-B-S-N1_bin.30.purify_predictions.csv
CN-B-S-N1_bin.23.purify_k141_2903644_7,other,defense,0.999976634979248,CN-B-S-N1_bin.23.purify_predictions.csv
202009TB-N10_bin.40.purify_k141_1222369_3,other,defense,0.9944738745689392,202009TB-N10_bin.40.purify_predictions.csv
CN-B-S-N1_bin.74.purify_k141_1886358_1,other,defense,0.993558943271637,CN-B-S-N1_bin.74.purify_predictions.csv
CN-B-S-N1_bin.74.purify_k141_2453250_1,other,defense,0.9999774694442748,CN-B-S-N1_bin.74.purify_predictions.csv
202009TB-N11_bin.3.purify_k141_329830_5,other,defense,0.9999841451644896,202009TB-N11_bin.3.purify_predictions.csv
202009TB-N11_bin.29.purify_k141_6955_1,other,defense,0.9993897676467896,202009TB-N11_bin.29.purify_predictions.csv
202009TB-N11_bin.29.purify_k141_421471_1,other,defense,0.9950276017189026,202009TB-N11_bin.29.purify_predictions.csv
202009TB-N11_bin.29.purify_k141_778402_2,other,defense,0.9987632036209106,202009TB-N11_bin.29.purify_predictions.csv
202009TB-N11_bin.29.purify_k141_1957719_1,other,defense,0.9969592094421388,202009TB-N11_bin.29.purify_predictions.csv
202009TB-N11_bin.29.purify_k141_2540953_1,other,defense,0.9958913326263428,202009TB-N11_bin.29.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_158578_2,other,defense,0.9992877840995787,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_1165948_1,other,defense,0.9988055229187012,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_1411701_4,other,defense,0.9981897473335266,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_1411701_5,other,defense,0.9999277591705322,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_1868684_1,other,defense,0.9978583455085754,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_2372765_1,other,defense,0.9999794960021972,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_2379520_1,other,defense,0.990622103214264,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N11_bin.24.purify_k141_2441375_2,other,defense,0.9999923706054688,202009TB-N11_bin.24.purify_predictions.csv
202009TB-N10_bin.17.purify_k141_526285_1,other,defense,0.9953954815864564,202009TB-N10_bin.17.purify_predictions.csv
202009TB-N10_bin.17.purify_k141_1287011_4,other,defense,0.9919651746749878,202009TB-N10_bin.17.purify_predictions.csv
202009TB-N10_bin.17.purify_k141_2299306_12,other,defense,0.9967719912528992,202009TB-N10_bin.17.purify_predictions.csv
202009TB-N11_bin.38.purify_k141_1278208_1,other,defense,0.997413456439972,202009TB-N11_bin.38.purify_predictions.csv
202009TB-N11_bin.38.purify_k141_1672691_6,other,defense,0.9996486902236938,202009TB-N11_bin.38.purify_predictions.csv
202009TB-N11_bin.38.purify_k141_1962696_2,other,defense,0.9966574907302856,202009TB-N11_bin.38.purify_predictions.csv
CN-B-S-N1_bin.27.purify_k141_44846_1,other,defense,0.9957744479179382,CN-B-S-N1_bin.27.purify_predictions.csv
CN-B-S-N1_bin.27.purify_k141_1281672_8,other,defense,0.9997286200523376,CN-B-S-N1_bin.27.purify_predictions.csv
CN-B-S-N1_bin.27.purify_k141_2441360_3,other,defense,0.9999806880950928,CN-B-S-N1_bin.27.purify_predictions.csv
CN-B-S-N1_bin.72.purify_k141_1129224_2,other,defense,0.9987123012542723,CN-B-S-N1_bin.72.purify_predictions.csv
CN-B-S-N1_bin.72.purify_k141_3109702_4,other,defense,0.9994003772735596,CN-B-S-N1_bin.72.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_133037_2,other,defense,0.9937340617179872,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_412598_1,other,defense,0.9999512434005736,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_736473_4,other,defense,0.9951539039611816,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_847892_1,other,defense,0.9998672008514404,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_1016163_1,other,defense,0.999416708946228,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_1016163_2,other,defense,0.9980223178863524,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_1106824_1,other,defense,0.9920098781585692,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_1362293_4,other,defense,0.999968647956848,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_1591531_2,other,defense,0.999761998653412,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_1643052_1,other,defense,0.999998927116394,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_2144199_1,other,defense,0.992634117603302,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_2185059_1,other,defense,0.999961256980896,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_2359521_2,other,defense,0.9993700385093688,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_2681538_1,other,defense,0.999691605567932,CN-B-S-N1_bin.63.purify_predictions.csv
CN-B-S-N1_bin.63.purify_k141_2970784_2,other,defense,0.9937223792076112,CN-B-S-N1_bin.63.purify_predictions.csv
202009TB-N10_bin.34.purify_k141_806479_2,other,defense,0.9999747276306152,202009TB-N10_bin.34.purify_predictions.csv
202009TB-N10_bin.34.purify_k141_1817367_1,other,defense,0.9999899864196776,202009TB-N10_bin.34.purify_predictions.csv
202009TB-N10_bin.34.purify_k141_1921067_9,other,defense,0.9997921586036682,202009TB-N10_bin.34.purify_predictions.csv
202009TB-N10_bin.34.purify_k141_2041902_5,other,defense,0.9992450475692748,202009TB-N10_bin.34.purify_predictions.csv
202009TB-N10_bin.34.purify_k141_2105789_3,other,defense,0.998880922794342,202009TB-N10_bin.34.purify_predictions.csv
202009TB-N10_bin.34.purify_k141_2664587_1,other,defense,0.9975429773330688,202009TB-N10_bin.34.purify_predictions.csv
CN-B-S-N1_bin.25.purify_k141_273165_1,other,defense,0.999992609024048,CN-B-S-N1_bin.25.purify_predictions.csv
CN-B-S-N1_bin.25.purify_k141_1642038_1,other,defense,0.9984741806983948,CN-B-S-N1_bin.25.purify_predictions.csv
CN-B-S-N1_bin.25.purify_k141_3165233_3,other,defense,0.9999794960021972,CN-B-S-N1_bin.25.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_34523_1,other,defense,0.9974184036254884,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_163260_6,other,defense,0.999319314956665,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_916577_3,other,defense,0.9927531480789183,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_1017973_2,other,defense,0.9983614087104796,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_1373256_5,other,defense,0.999993085861206,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_1668329_6,other,defense,0.9960250854492188,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_1668329_7,other,defense,0.9941377639770508,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_1890817_2,other,defense,0.9997827410697936,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_1950679_4,other,defense,0.99988853931427,202009TB-N11_bin.1.purify_predictions.csv
202009TB-N11_bin.1.purify_k141_2035831_4,other,defense,0.9998067021369934,202009TB-N11_bin.1.purify_predictions.csv
CN-B-S-N1_bin.76.purify_k141_591382_2,other,defense,0.999832272529602,CN-B-S-N1_bin.76.purify_predictions.csv
202009TB-N11_bin.44.purify_k141_1927065_4,other,defense,0.9983921647071838,202009TB-N11_bin.44.purify_predictions.csv
202009TB-N11_bin.44.purify_k141_1987595_5,other,defense,0.999991536140442,202009TB-N11_bin.44.purify_predictions.csv
202009TB-N10_bin.46.purify_k141_467121_5,other,defense,0.9972756505012512,202009TB-N10_bin.46.purify_predictions.csv
CN-B-S-N1_bin.58.purify_k141_511569_1,other,defense,0.9999927282333374,CN-B-S-N1_bin.58.purify_predictions.csv
CN-B-S-N1_bin.58.purify_k141_531164_1,other,defense,0.9965147376060486,CN-B-S-N1_bin.58.purify_predictions.csv
CN-B-S-N1_bin.58.purify_k141_765360_1,other,defense,0.99998140335083,CN-B-S-N1_bin.58.purify_predictions.csv
CN-B-S-N1_bin.58.purify_k141_1142422_1,other,defense,0.9999922513961792,CN-B-S-N1_bin.58.purify_predictions.csv
CN-B-S-N1_bin.58.purify_k141_1967912_2,other,defense,0.999215602874756,CN-B-S-N1_bin.58.purify_predictions.csv
CN-B-S-N1_bin.58.purify_k141_2560738_3,other,defense,0.9943608641624452,CN-B-S-N1_bin.58.purify_predictions.csv
CN-B-S-N1_bin.58.purify_k141_2684036_14,other,defense,0.9980471134185792,CN-B-S-N1_bin.58.purify_predictions.csv
202009TB-N10_bin.43.purify_k141_568773_9,other,defense,0.9999982118606568,202009TB-N10_bin.43.purify_predictions.csv
202009TB-N10_bin.43.purify_k141_2079214_3,other,defense,0.9999948740005492,202009TB-N10_bin.43.purify_predictions.csv
CN-B-S-N1_bin.36.purify_k141_83136_1,other,defense,0.991263508796692,CN-B-S-N1_bin.36.purify_predictions.csv
CN-B-S-N1_bin.36.purify_k141_728806_1,other,defense,0.996016561985016,CN-B-S-N1_bin.36.purify_predictions.csv
CN-B-S-N1_bin.36.purify_k141_967461_4,other,defense,0.9997630715370178,CN-B-S-N1_bin.36.purify_predictions.csv
CN-B-S-N1_bin.36.purify_k141_1906305_2,other,defense,0.99958997964859,CN-B-S-N1_bin.36.purify_predictions.csv
CN-B-S-N1_bin.36.purify_k141_2068892_1,other,defense,0.9999207258224488,CN-B-S-N1_bin.36.purify_predictions.csv
CN-B-S-N1_bin.36.purify_k141_2736312_16,other,defense,0.9968048334121704,CN-B-S-N1_bin.36.purify_predictions.csv
CN-B-S-N1_bin.36.purify_k141_2736312_17,other,defense,0.9998692274093628,CN-B-S-N1_bin.36.purify_predictions.csv
202009TB-N10_bin.47.purify_k141_1149300_1,other,defense,0.9997556805610656,202009TB-N10_bin.47.purify_predictions.csv
202009TB-N10_bin.47.purify_k141_1787005_1,other,defense,0.9999866485595704,202009TB-N10_bin.47.purify_predictions.csv
202009TB-N10_bin.47.purify_k141_1957504_1,other,defense,0.9999970197677612,202009TB-N10_bin.47.purify_predictions.csv
202009TB-N10_bin.47.purify_k141_2085865_1,other,defense,0.9999629259109496,202009TB-N10_bin.47.purify_predictions.csv
202009TB-N10_bin.47.purify_k141_2226451_2,other,defense,0.9994365572929382,202009TB-N10_bin.47.purify_predictions.csv
202009TB-N10_bin.47.purify_k141_2315650_2,other,defense,0.9979006052017212,202009TB-N10_bin.47.purify_predictions.csv
CN-B-S-N1_bin.69.purify_k141_856934_8,other,defense,0.9907213449478148,CN-B-S-N1_bin.69.purify_predictions.csv
CN-B-S-N1_bin.69.purify_k141_1602901_1,other,defense,0.99831885099411,CN-B-S-N1_bin.69.purify_predictions.csv
CN-B-S-N1_bin.69.purify_k141_2080038_2,other,defense,0.9977362155914308,CN-B-S-N1_bin.69.purify_predictions.csv
CN-B-S-N1_bin.69.purify_k141_3120952_3,other,defense,0.9920505881309508,CN-B-S-N1_bin.69.purify_predictions.csv
202009TB-N11_bin.46.purify_k141_490677_1,other,defense,0.9998457431793212,202009TB-N11_bin.46.purify_predictions.csv
202009TB-N11_bin.46.purify_k141_1323268_1,other,defense,0.9939684867858888,202009TB-N11_bin.46.purify_predictions.csv
202009TB-N11_bin.46.purify_k141_1436215_2,other,defense,0.9988430738449096,202009TB-N11_bin.46.purify_predictions.csv
CN-B-S-N1_bin.35.purify_k141_486858_1,other,defense,0.9936792254447936,CN-B-S-N1_bin.35.purify_predictions.csv
CN-B-S-N1_bin.35.purify_k141_2222733_1,other,defense,0.9998561143875122,CN-B-S-N1_bin.35.purify_predictions.csv
CN-B-S-N1_bin.35.purify_k141_2362584_4,other,defense,0.9962934851646424,CN-B-S-N1_bin.35.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_524561_2,other,defense,0.999996781349182,202009TB-N11_bin.50.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_1576389_5,other,defense,0.999083399772644,202009TB-N11_bin.50.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_1590729_1,other,defense,0.9958009123802184,202009TB-N11_bin.50.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_1654814_2,other,defense,0.9997432827949524,202009TB-N11_bin.50.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_2185430_2,other,defense,0.9995081424713136,202009TB-N11_bin.50.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_2225060_2,other,defense,0.999974250793457,202009TB-N11_bin.50.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_2326199_1,other,defense,0.9999388456344604,202009TB-N11_bin.50.purify_predictions.csv
202009TB-N11_bin.50.purify_k141_2492467_4,other,defense,0.9945167899131776,202009TB-N11_bin.50.purify_predictions.csv
